sID,sNR,cond,run,block,gtnum,gkind,gcolor,gint,gintVal,gtheButton,gresp,gRT,geval,gpairKind,gpairCorr,gpairRelate,gprevInt
02_B,1,1,1,1,1,0,32899472,0,0,2,2,884,2,3,5,1,99
02_B,1,1,1,1,2,0,32899472,0,0,1,1,562,1,1,5,1,0
02_B,1,1,1,1,3,0,32899472,0,0,1,2,578,3,1,4,2,0
02_B,1,1,1,1,4,0,32899472,0,0,2,2,629,1,1,5,1,0
02_B,1,1,1,1,5,0,32899472,0,0,1,1,649,1,1,1,1,0
02_B,1,1,1,1,6,0,32899472,0,0,1,1,596,1,1,1,3,0
02_B,1,1,1,1,7,0,32899472,0,0,1,1,643,1,1,1,3,0
02_B,1,1,1,1,8,0,32899472,0,0,1,1,695,1,1,1,3,0
02_B,1,1,1,1,9,0,32899472,0,0,2,2,646,1,1,1,1,0
02_B,1,1,1,1,10,0,32899472,0,0,2,2,639,1,1,1,3,0
02_B,1,1,1,1,11,0,32899472,0,0,1,1,695,1,1,1,1,0
02_B,1,1,1,1,12,0,32899472,0,0,2,2,603,1,1,1,1,0
02_B,1,2,1,2,1,0,32899472,0,0,2,2,663,1,3,5,1,99
02_B,1,2,1,2,2,0,32899472,0,0,1,1,561,1,1,1,1,0
02_B,1,2,1,2,3,1,3,1,250,2,2,562,2,2,2,1,0
02_B,1,2,1,2,4,1,1,2,300,2,2,553,2,4,5,2,1
02_B,1,2,1,2,5,1,2,2,250,1,1,540,2,4,5,1,2
02_B,1,2,1,2,6,0,2,0,0,1,1,748,2,3,5,3,2
02_B,1,2,1,2,7,0,2,0,0,1,1,687,1,1,5,2,0
02_B,1,2,1,2,8,0,2,0,0,1,1,747,2,1,2,2,0
02_B,1,2,1,2,9,0,2,0,0,2,2,725,2,1,5,1,0
02_B,1,2,1,2,10,0,2,0,0,2,2,451,1,1,5,3,0
02_B,1,2,1,2,11,0,2,0,0,1,1,612,1,1,1,1,0
02_B,1,2,1,2,12,1,2,1,200,1,0,0,1,2,1,2,0
02_B,1,2,1,3,1,0,2,0,0,2,2,708,2,3,5,1,1
02_B,1,2,1,3,2,0,2,0,0,2,2,614,1,1,5,3,0
02_B,1,2,1,3,3,1,3,1,200,2,0,0,1,2,1,3,0
02_B,1,2,1,3,4,0,3,0,0,1,1,527,1,3,1,1,1
02_B,1,2,1,3,5,1,1,2,200,2,0,0,1,2,1,1,0
02_B,1,2,1,3,6,0,1,0,0,2,2,690,1,3,1,3,2
02_B,1,2,1,3,7,1,2,2,250,1,0,0,1,2,1,1,0
02_B,1,2,1,3,8,0,2,0,0,1,1,611,1,3,1,3,2
02_B,1,2,1,3,9,0,2,0,0,1,1,551,1,1,1,3,0
02_B,1,2,1,3,10,0,2,0,0,1,1,568,1,1,1,2,0
02_B,1,2,1,3,11,0,2,0,0,2,2,590,1,1,1,1,0
02_B,1,2,1,3,12,0,2,0,0,2,2,549,1,1,1,3,0
02_B,1,2,1,4,1,0,2,0,0,1,1,663,1,3,5,1,0
02_B,1,2,1,4,2,1,3,1,250,2,0,0,1,2,1,1,0
02_B,1,2,1,4,3,1,1,2,300,2,0,0,1,4,1,2,1
02_B,1,2,1,4,4,0,1,0,0,2,2,633,1,3,1,2,2
02_B,1,2,1,4,5,0,1,0,0,1,1,542,1,1,1,1,0
02_B,1,2,1,4,6,0,1,0,0,2,2,621,1,1,1,1,0
02_B,1,2,1,4,7,0,1,0,0,2,2,614,1,1,1,3,0
02_B,1,2,1,4,8,1,2,2,350,1,0,0,1,2,1,1,0
02_B,1,2,1,4,9,0,2,0,0,2,2,514,1,3,1,1,2
02_B,1,2,1,4,10,1,2,1,250,1,0,0,1,2,1,1,0
02_B,1,2,1,4,11,0,2,0,0,1,1,478,1,3,1,2,1
02_B,1,2,1,4,12,0,2,0,0,1,1,628,1,1,1,2,0
02_B,1,1,1,5,1,0,32899472,0,0,1,1,730,2,3,5,1,0
02_B,1,1,1,5,2,0,32899472,0,0,1,1,538,1,1,5,3,0
02_B,1,1,1,5,3,0,32899472,0,0,1,1,558,1,1,1,3,0
02_B,1,1,1,5,4,0,32899472,0,0,2,2,632,1,1,1,1,0
02_B,1,1,1,5,5,0,32899472,0,0,2,2,538,1,1,1,3,0
02_B,1,1,1,5,6,0,32899472,0,0,1,1,581,1,1,1,1,0
02_B,1,1,1,5,7,0,32899472,0,0,2,2,665,1,1,1,1,0
02_B,1,1,1,5,8,0,32899472,0,0,2,2,591,1,1,1,3,0
02_B,1,1,1,5,9,0,32899472,0,0,2,2,635,1,1,1,2,0
02_B,1,1,1,5,10,0,32899472,0,0,1,1,794,2,1,2,1,0
02_B,1,1,1,5,11,0,32899472,0,0,1,1,570,1,1,5,3,0
02_B,1,1,1,5,12,0,32899472,0,0,2,2,605,1,1,1,1,0
02_B,1,1,1,6,1,0,32899472,0,0,2,2,596,1,3,5,1,0
02_B,1,1,1,6,2,0,32899472,0,0,2,2,532,1,1,1,3,0
02_B,1,1,1,6,3,0,32899472,0,0,1,1,580,1,1,1,1,0
02_B,1,1,1,6,4,0,32899472,0,0,1,1,617,1,1,1,2,0
02_B,1,1,1,6,5,0,32899472,0,0,1,1,742,2,1,2,2,0
02_B,1,1,1,6,6,0,32899472,0,0,1,1,592,1,1,5,2,0
02_B,1,1,1,6,7,0,32899472,0,0,1,1,599,1,1,1,2,0
02_B,1,1,1,6,8,0,32899472,0,0,2,2,597,1,1,1,1,0
02_B,1,1,1,6,9,0,32899472,0,0,2,2,625,1,1,1,2,0
02_B,1,1,1,6,10,0,32899472,0,0,1,1,625,1,1,1,1,0
02_B,1,1,1,6,11,0,32899472,0,0,2,2,596,1,1,1,1,0
02_B,1,1,1,6,12,0,32899472,0,0,2,2,747,2,1,2,2,0
02_B,1,2,1,7,1,1,3,1,300,2,2,781,2,4,5,1,0
02_B,1,2,1,7,2,0,3,0,0,2,2,770,2,3,5,3,1
02_B,1,2,1,7,3,0,3,0,0,2,2,623,1,1,5,2,0
02_B,1,2,1,7,4,0,3,0,0,1,1,640,1,1,1,1,0
02_B,1,2,1,7,5,0,3,0,0,1,1,574,1,1,1,2,0
02_B,1,2,1,7,6,0,3,0,0,1,1,610,1,1,1,3,0
02_B,1,2,1,7,7,0,3,0,0,1,1,544,1,1,1,3,0
02_B,1,2,1,7,8,0,3,0,0,2,2,662,1,1,1,1,0
02_B,1,2,1,7,9,1,1,2,400,2,2,528,2,2,2,3,0
02_B,1,2,1,7,10,1,2,2,350,1,1,572,2,4,5,1,2
02_B,1,2,1,7,11,0,2,0,0,1,1,622,1,3,5,3,2
02_B,1,2,1,7,12,0,2,0,0,2,2,662,1,1,1,1,0
02_B,1,1,1,8,1,0,32899472,0,0,2,2,626,1,3,5,1,0
02_B,1,1,1,8,2,0,32899472,0,0,1,1,616,1,1,1,1,0
02_B,1,1,1,8,3,0,32899472,0,0,2,2,575,1,1,1,1,0
02_B,1,1,1,8,4,0,32899472,0,0,1,1,603,1,1,1,1,0
02_B,1,1,1,8,5,0,32899472,0,0,2,2,661,1,1,1,1,0
02_B,1,1,1,8,6,0,32899472,0,0,1,1,667,1,1,1,1,0
02_B,1,1,1,8,7,0,32899472,0,0,2,2,657,1,1,1,1,0
02_B,1,1,1,8,8,0,32899472,0,0,1,1,675,1,1,1,1,0
02_B,1,1,1,8,9,0,32899472,0,0,2,2,702,2,1,2,1,0
02_B,1,1,1,8,10,0,32899472,0,0,2,2,569,1,1,5,2,0
02_B,1,1,1,8,11,0,32899472,0,0,2,2,566,1,1,1,3,0
02_B,1,1,1,8,12,0,32899472,0,0,1,1,608,1,1,1,1,0
02_B,1,2,2,9,1,0,32899464,0,0,2,2,566,1,3,5,1,99
02_B,1,2,2,9,2,1,1,2,300,2,2,496,2,2,2,2,0
02_B,1,2,2,9,3,0,1,0,0,2,2,619,1,3,5,2,2
02_B,1,2,2,9,4,0,1,0,0,1,1,590,1,1,1,1,0
02_B,1,2,2,9,5,1,1,1,250,2,0,0,1,2,1,1,0
02_B,1,2,2,9,6,0,1,0,0,2,2,523,1,3,1,3,1
02_B,1,2,2,9,7,1,1,2,250,2,0,0,1,2,1,3,0
02_B,1,2,2,9,8,1,2,2,300,1,1,562,2,4,2,1,2
02_B,1,2,2,9,9,1,3,1,250,2,0,0,1,4,5,1,2
02_B,1,2,2,9,10,1,2,2,250,1,0,0,1,4,1,1,1
02_B,1,2,2,9,11,1,4,2,300,1,1,595,2,4,2,2,2
02_B,1,2,2,9,12,1,2,1,300,1,0,0,1,4,5,2,2
02_B,1,2,2,10,1,0,2,0,0,1,1,614,1,3,5,1,1
02_B,1,2,2,10,2,0,2,0,0,2,2,563,1,1,1,1,0
02_B,1,2,2,10,3,0,2,0,0,1,1,612,1,1,1,1,0
02_B,1,2,2,10,4,0,2,0,0,1,1,640,1,1,1,3,0
02_B,1,2,2,10,5,0,2,0,0,2,2,609,1,1,1,1,0
02_B,1,2,2,10,6,1,1,2,250,2,2,447,2,2,2,3,0
02_B,1,2,2,10,7,1,1,1,300,2,0,0,1,4,5,3,2
02_B,1,2,2,10,8,0,1,0,0,1,1,641,1,3,1,1,1
02_B,1,2,2,10,9,0,1,0,0,2,2,702,2,1,2,1,0
02_B,1,2,2,10,10,0,1,0,0,2,2,547,1,1,5,3,0
02_B,1,2,2,10,11,0,1,0,0,2,2,608,1,1,1,3,0
02_B,1,2,2,10,12,0,1,0,0,2,2,655,1,1,1,2,0
02_B,1,2,2,11,1,1,1,2,200,2,0,0,1,4,5,1,0
02_B,1,2,2,11,2,0,1,0,0,2,2,615,1,3,1,3,2
02_B,1,2,2,11,3,0,1,0,0,2,2,617,1,1,1,3,0
02_B,1,2,2,11,4,0,1,0,0,1,1,583,1,1,1,1,0
02_B,1,2,2,11,5,1,1,1,350,2,2,533,2,2,2,1,0
02_B,1,2,2,11,6,1,1,2,250,2,0,0,1,4,5,3,1
02_B,1,2,2,11,7,0,1,0,0,1,1,667,1,3,1,1,2
02_B,1,2,2,11,8,1,2,2,300,1,1,531,2,2,2,3,0
02_B,1,2,2,11,9,0,2,0,0,1,1,810,2,3,5,3,2
02_B,1,2,2,11,10,0,2,0,0,1,1,715,2,1,5,2,0
02_B,1,2,2,11,11,1,3,1,300,2,0,0,1,2,5,1,0
02_B,1,2,2,11,12,0,3,0,0,2,2,556,1,3,1,2,1
02_B,1,1,2,12,1,0,32899472,0,0,1,1,576,1,3,5,1,99
02_B,1,1,2,12,2,0,32899472,0,0,1,1,590,1,1,1,2,0
02_B,1,1,2,12,3,0,32899472,0,0,2,2,575,1,1,1,1,0
02_B,1,1,2,12,4,0,32899472,0,0,2,2,625,1,1,1,2,0
02_B,1,1,2,12,5,0,32899472,0,0,2,2,681,1,1,1,2,0
02_B,1,1,2,12,6,0,32899472,0,0,1,1,621,1,1,1,1,0
02_B,1,1,2,12,7,0,32899472,0,0,2,2,622,1,1,1,1,0
02_B,1,1,2,12,8,0,32899472,0,0,2,2,695,1,1,1,3,0
02_B,1,1,2,12,9,0,32899472,0,0,1,1,738,2,1,2,1,0
02_B,1,1,2,12,10,0,32899472,0,0,1,1,573,1,1,5,2,0
02_B,1,1,2,12,11,0,32899472,0,0,1,1,618,1,1,1,2,0
02_B,1,1,2,12,12,0,32899472,0,0,1,1,639,1,1,1,2,0
02_B,1,1,2,13,1,0,32899472,0,0,1,1,503,1,3,5,1,0
02_B,1,1,2,13,2,0,32899472,0,0,2,2,553,1,1,1,1,0
02_B,1,1,2,13,3,0,32899472,0,0,1,1,549,1,1,1,1,0
02_B,1,1,2,13,4,0,32899472,0,0,2,2,587,1,1,1,1,0
02_B,1,1,2,13,5,0,32899472,0,0,2,2,604,1,1,1,3,0
02_B,1,1,2,13,6,0,32899472,0,0,1,1,637,1,1,1,1,0
02_B,1,1,2,13,7,0,32899472,0,0,1,1,659,1,1,1,3,0
02_B,1,1,2,13,8,0,32899472,0,0,2,2,632,1,1,1,1,0
02_B,1,1,2,13,9,0,32899472,0,0,2,2,625,1,1,1,3,0
02_B,1,1,2,13,10,0,32899472,0,0,1,1,597,1,1,1,1,0
02_B,1,1,2,13,11,0,32899472,0,0,2,2,619,1,1,1,1,0
02_B,1,1,2,13,12,0,32899472,0,0,1,1,703,2,1,2,1,0
02_B,1,1,2,14,1,0,32899472,0,0,2,2,597,1,3,5,1,0
02_B,1,1,2,14,2,0,32899472,0,0,1,1,531,1,1,1,1,0
02_B,1,1,2,14,3,0,32899472,0,0,1,1,579,1,1,1,2,0
02_B,1,1,2,14,4,0,32899472,0,0,1,1,588,1,1,1,3,0
02_B,1,1,2,14,5,0,32899472,0,0,2,2,552,1,1,1,1,0
02_B,1,1,2,14,6,0,32899472,0,0,1,1,668,1,1,1,1,0
02_B,1,1,2,14,7,0,32899472,0,0,2,2,640,1,1,1,1,0
02_B,1,1,2,14,8,0,32899472,0,0,2,2,663,1,1,1,2,0
02_B,1,1,2,14,9,0,32899472,0,0,1,1,566,1,1,1,1,0
02_B,1,1,2,14,10,0,32899472,0,0,2,2,610,1,1,1,1,0
02_B,1,1,2,14,11,0,32899472,0,0,2,2,601,1,1,1,3,0
02_B,1,1,2,14,12,0,32899472,0,0,2,2,606,1,1,1,3,0
02_B,1,1,2,15,1,0,32899472,0,0,2,2,502,1,3,5,1,0
02_B,1,1,2,15,2,0,32899472,0,0,1,1,577,1,1,1,1,0
02_B,1,1,2,15,3,0,32899472,0,0,1,1,589,1,1,1,3,0
02_B,1,1,2,15,4,0,32899472,0,0,1,1,603,1,1,1,2,0
02_B,1,1,2,15,5,0,32899472,0,0,2,2,597,1,1,1,1,0
02_B,1,1,2,15,6,0,32899472,0,0,2,2,600,1,1,1,2,0
02_B,1,1,2,15,7,0,32899472,0,0,2,2,654,1,1,1,2,0
02_B,1,1,2,15,8,0,32899472,0,0,2,2,594,1,1,1,2,0
02_B,1,1,2,15,9,0,32899472,0,0,2,2,604,1,1,1,3,0
02_B,1,1,2,15,10,0,32899472,0,0,2,2,600,1,1,1,3,0
02_B,1,1,2,15,11,0,32899472,0,0,1,1,627,1,1,1,1,0
02_B,1,1,2,15,12,0,32899472,0,0,2,2,581,1,1,1,1,0
02_B,1,2,2,16,1,0,3,0,0,2,2,841,2,3,5,1,0
02_B,1,2,2,16,2,1,1,2,250,2,2,490,2,2,5,2,0
02_B,1,2,2,16,3,1,1,1,300,2,0,0,1,4,5,3,2
02_B,1,2,2,16,4,0,1,0,0,2,2,630,1,3,1,3,1
02_B,1,2,2,16,5,1,1,2,200,2,0,0,1,2,1,3,0
02_B,1,2,2,16,6,0,1,0,0,2,2,618,1,3,1,3,2
02_B,1,2,2,16,7,0,1,0,0,1,1,667,1,1,1,1,0
02_B,1,2,2,16,8,1,2,2,250,1,0,0,1,2,1,2,0
02_B,1,2,2,16,9,0,2,0,0,2,2,631,1,3,1,1,2
02_B,1,2,2,16,10,1,3,1,350,2,0,0,1,2,1,3,0
02_B,1,2,2,16,11,0,3,0,0,1,1,696,1,3,1,1,1
02_B,1,2,2,16,12,0,3,0,0,1,1,595,1,1,1,2,0
02_B,1,2,3,17,1,0,32899464,0,0,2,2,580,1,3,5,1,99
02_B,1,2,3,17,2,0,32899464,0,0,2,2,560,1,1,1,2,0
02_B,1,2,3,17,3,1,2,1,250,1,1,521,2,2,2,1,0
02_B,1,2,3,17,4,0,2,0,0,1,1,667,1,3,5,3,1
02_B,1,2,3,17,5,1,4,2,300,1,0,0,1,2,1,2,0
02_B,1,2,3,17,6,0,4,0,0,1,1,590,1,3,1,2,2
02_B,1,2,3,17,7,0,4,0,0,2,2,612,1,1,1,1,0
02_B,1,2,3,17,8,0,4,0,0,2,2,604,1,1,1,3,0
02_B,1,2,3,17,9,0,4,0,0,2,2,577,1,1,1,3,0
02_B,1,2,3,17,10,1,1,2,350,2,0,0,1,2,1,2,0
02_B,1,2,3,17,11,1,4,2,400,1,0,0,1,4,1,1,2
02_B,1,2,3,17,12,0,4,0,0,1,1,891,2,3,2,2,2
02_B,1,1,3,18,1,0,32899472,0,0,1,1,586,1,3,5,1,99
02_B,1,1,3,18,2,0,32899472,0,0,1,1,562,1,1,1,2,0
02_B,1,1,3,18,3,0,32899472,0,0,2,2,565,1,1,1,1,0
02_B,1,1,3,18,4,0,32899472,0,0,1,1,587,1,1,1,1,0
02_B,1,1,3,18,5,0,32899472,0,0,2,2,599,1,1,1,1,0
02_B,1,1,3,18,6,0,32899472,0,0,1,1,651,1,1,1,1,0
02_B,1,1,3,18,7,0,32899472,0,0,2,2,636,1,1,1,1,0
02_B,1,1,3,18,8,0,32899472,0,0,1,1,721,2,1,2,1,0
02_B,1,1,3,18,9,0,32899472,0,0,1,1,637,1,1,5,3,0
02_B,1,1,3,18,10,0,32899472,0,0,2,2,614,1,1,1,1,0
02_B,1,1,3,18,11,0,32899472,0,0,1,1,595,1,1,1,1,0
02_B,1,1,3,18,12,0,32899472,0,0,1,1,606,1,1,1,3,0
02_B,1,1,3,19,1,0,32899472,0,0,2,2,576,1,3,5,1,0
02_B,1,1,3,19,2,0,32899472,0,0,2,2,566,1,1,1,2,0
02_B,1,1,3,19,3,0,32899472,0,0,2,2,602,1,1,1,3,0
02_B,1,1,3,19,4,0,32899472,0,0,1,1,635,1,1,1,1,0
02_B,1,1,3,19,5,0,32899472,0,0,1,1,610,1,1,1,2,0
02_B,1,1,3,19,6,0,32899472,0,0,2,2,591,1,1,1,1,0
02_B,1,1,3,19,7,0,32899472,0,0,1,1,627,1,1,1,1,0
02_B,1,1,3,19,8,0,32899472,0,0,1,1,704,2,1,2,2,0
02_B,1,1,3,19,9,0,32899472,0,0,2,2,610,1,1,5,1,0
02_B,1,1,3,19,10,0,32899472,0,0,1,1,633,1,1,1,1,0
02_B,1,1,3,19,11,0,32899472,0,0,2,2,535,1,1,1,1,0
02_B,1,1,3,19,12,0,32899472,0,0,1,1,632,1,1,1,1,0
02_B,1,2,3,20,1,1,2,1,200,1,1,528,2,4,5,1,0
02_B,1,2,3,20,2,0,2,0,0,2,2,641,1,3,5,1,1
02_B,1,2,3,20,3,1,4,2,450,1,1,626,2,2,2,1,0
02_B,1,2,3,20,4,1,1,2,400,2,0,0,1,4,5,1,2
02_B,1,2,3,20,5,0,1,0,0,1,1,522,1,3,1,1,2
02_B,1,2,3,20,6,0,1,0,0,2,2,563,1,1,1,1,0
02_B,1,2,3,20,7,0,1,0,0,2,2,697,1,1,1,2,0
02_B,1,2,3,20,8,1,4,2,450,1,0,0,1,2,1,1,0
02_B,1,2,3,20,9,0,4,0,0,1,1,628,1,3,1,3,2
02_B,1,2,3,20,10,1,1,2,500,2,2,655,2,2,2,1,0
02_B,1,2,3,20,11,0,1,0,0,1,1,734,2,3,5,1,2
02_B,1,2,3,20,12,1,3,1,150,2,0,0,1,2,5,1,0
02_B,1,1,3,21,1,0,32899472,0,0,2,2,695,1,3,5,1,0
02_B,1,1,3,21,2,0,32899472,0,0,2,2,631,1,1,1,3,0
02_B,1,1,3,21,3,0,32899472,0,0,2,2,601,1,1,1,3,0
02_B,1,1,3,21,4,0,32899472,0,0,1,1,598,1,1,1,1,0
02_B,1,1,3,21,5,0,32899472,0,0,1,1,589,1,1,1,2,0
02_B,1,1,3,21,6,0,32899472,0,0,2,2,615,1,1,1,1,0
02_B,1,1,3,21,7,0,32899472,0,0,1,1,624,1,1,1,1,0
02_B,1,1,3,21,8,0,32899472,0,0,2,2,620,1,1,1,1,0
02_B,1,1,3,21,9,0,32899472,0,0,2,2,600,1,1,1,3,0
02_B,1,1,3,21,10,0,32899472,0,0,2,2,649,1,1,1,3,0
02_B,1,1,3,21,11,0,32899472,0,0,1,1,677,1,1,1,1,0
02_B,1,1,3,21,12,0,32899472,0,0,1,1,672,1,1,1,3,0
02_B,1,2,3,22,1,0,3,0,0,1,1,579,1,3,5,1,1
02_B,1,2,3,22,2,0,3,0,0,1,1,634,1,1,1,2,0
02_B,1,2,3,22,3,0,3,0,0,2,2,601,1,1,1,1,0
02_B,1,2,3,22,4,0,3,0,0,2,2,564,1,1,1,2,0
02_B,1,2,3,22,5,0,3,0,0,2,2,655,1,1,1,3,0
02_B,1,2,3,22,6,0,3,0,0,1,1,658,1,1,1,1,0
02_B,1,2,3,22,7,1,2,1,150,1,0,0,1,2,1,2,0
02_B,1,2,3,22,8,1,4,2,450,1,1,653,2,4,2,2,1
02_B,1,2,3,22,9,0,4,0,0,1,1,665,1,3,5,2,2
02_B,1,2,3,22,10,0,4,0,0,1,1,631,1,1,1,3,0
02_B,1,2,3,22,11,0,4,0,0,1,1,629,1,1,1,2,0
02_B,1,2,3,22,12,0,4,0,0,2,2,630,1,1,1,1,0
02_B,1,1,3,23,1,0,32899472,0,0,2,2,617,1,3,5,1,0
02_B,1,1,3,23,2,0,32899472,0,0,1,1,553,1,1,1,1,0
02_B,1,1,3,23,3,0,32899472,0,0,1,1,675,1,1,1,2,0
02_B,1,1,3,23,4,0,32899472,0,0,2,2,534,1,1,1,1,0
02_B,1,1,3,23,5,0,32899472,0,0,2,2,627,1,1,1,3,0
02_B,1,1,3,23,6,0,32899472,0,0,1,1,613,1,1,1,1,0
02_B,1,1,3,23,7,0,32899472,0,0,1,1,618,1,1,1,2,0
02_B,1,1,3,23,8,0,32899472,0,0,1,1,610,1,1,1,3,0
02_B,1,1,3,23,9,0,32899472,0,0,2,2,628,1,1,1,1,0
02_B,1,1,3,23,10,0,32899472,0,0,1,1,666,1,1,1,1,0
02_B,1,1,3,23,11,0,32899472,0,0,2,2,600,1,1,1,1,0
02_B,1,1,3,23,12,0,32899472,0,0,2,2,691,1,1,1,2,0
02_B,1,2,3,24,1,0,4,0,0,1,1,565,1,3,5,1,0
02_B,1,2,3,24,2,0,4,0,0,2,2,678,1,1,1,1,0
02_B,1,2,3,24,3,0,4,0,0,2,2,593,1,1,1,3,0
02_B,1,2,3,24,4,1,2,1,200,1,0,0,1,2,1,1,0
02_B,1,2,3,24,5,0,2,0,0,2,2,605,1,3,1,1,1
02_B,1,2,3,24,6,1,4,2,400,1,1,573,2,2,2,1,0
02_B,1,2,3,24,7,1,1,2,350,2,2,563,2,4,5,1,2
02_B,1,2,3,24,8,0,1,0,0,1,1,794,2,3,5,1,2
02_B,1,2,3,24,9,1,4,2,300,1,0,0,1,2,5,2,0
02_B,1,2,3,24,10,0,4,0,0,1,1,626,1,3,1,3,2
02_B,1,2,3,24,11,0,4,0,0,1,1,651,1,1,1,2,0
02_B,1,2,3,24,12,1,1,2,350,2,0,0,1,2,1,1,0
02_B,1,2,4,25,1,0,32899464,0,0,2,2,600,1,3,5,1,99
02_B,1,2,4,25,2,0,32899464,0,0,2,2,648,1,1,1,2,0
02_B,1,2,4,25,3,1,4,2,300,1,0,0,1,2,1,1,0
02_B,1,2,4,25,4,0,4,0,0,1,1,804,2,3,2,3,2
02_B,1,2,4,25,5,0,4,0,0,2,2,615,1,1,5,1,0
02_B,1,2,4,25,6,0,4,0,0,2,2,567,1,1,1,2,0
02_B,1,2,4,25,7,1,3,1,250,2,0,0,1,2,1,3,0
02_B,1,2,4,25,8,1,3,2,350,2,2,546,2,4,2,3,1
02_B,1,2,4,25,9,1,3,1,250,2,0,0,1,4,5,3,2
02_B,1,2,4,25,10,0,3,0,0,1,1,623,1,3,1,1,1
02_B,1,2,4,25,11,0,3,0,0,1,1,608,1,1,1,3,0
02_B,1,2,4,25,12,0,3,0,0,1,1,636,1,1,1,2,0
02_B,1,1,4,26,1,0,32899464,0,0,1,1,564,1,3,5,1,99
02_B,1,1,4,26,2,0,32899464,0,0,2,2,631,1,1,1,1,0
02_B,1,1,4,26,3,0,32899464,0,0,1,1,611,1,1,1,1,0
02_B,1,1,4,26,4,0,32899464,0,0,1,1,577,1,1,1,2,0
02_B,1,1,4,26,5,0,32899464,0,0,1,1,575,1,1,1,3,0
02_B,1,1,4,26,6,0,32899464,0,0,1,1,559,1,1,1,3,0
02_B,1,1,4,26,7,0,32899464,0,0,2,2,590,1,1,1,1,0
02_B,1,1,4,26,8,0,32899464,0,0,1,1,617,1,1,1,1,0
02_B,1,1,4,26,9,0,32899464,0,0,2,2,514,1,1,1,1,0
02_B,1,1,4,26,10,0,32899464,0,0,2,2,645,1,1,1,2,0
02_B,1,1,4,26,11,0,32899464,0,0,1,1,632,1,1,1,1,0
02_B,1,1,4,26,12,0,32899464,0,0,1,1,611,1,1,1,2,0
02_B,1,1,4,27,1,0,32899464,0,0,1,1,546,1,3,5,1,0
02_B,1,1,4,27,2,0,32899464,0,0,1,1,579,1,1,1,2,0
02_B,1,1,4,27,3,0,32899464,0,0,2,2,590,1,1,1,1,0
02_B,1,1,4,27,4,0,32899464,0,0,2,2,590,1,1,1,3,0
02_B,1,1,4,27,5,0,32899464,0,0,1,1,665,1,1,1,1,0
02_B,1,1,4,27,6,0,32899464,0,0,1,1,743,2,1,2,2,0
02_B,1,1,4,27,7,0,32899464,0,0,1,1,630,1,1,5,2,0
02_B,1,1,4,27,8,0,32899464,0,0,2,2,644,1,1,1,1,0
02_B,1,1,4,27,9,0,32899464,0,0,1,1,639,1,1,1,1,0
02_B,1,1,4,27,10,0,32899464,0,0,1,1,679,1,1,1,2,0
02_B,1,1,4,27,11,0,32899464,0,0,2,2,591,1,1,1,1,0
02_B,1,1,4,27,12,0,32899464,0,0,1,1,640,1,1,1,1,0
02_B,1,1,4,28,1,0,32899464,0,0,2,2,533,1,3,5,1,0
02_B,1,1,4,28,2,0,32899464,0,0,2,2,530,1,1,1,2,0
02_B,1,1,4,28,3,0,32899464,0,0,2,2,572,1,1,1,2,0
02_B,1,1,4,28,4,0,32899464,0,0,2,2,609,1,1,1,2,0
02_B,1,1,4,28,5,0,32899464,0,0,2,2,631,1,1,1,2,0
02_B,1,1,4,28,6,0,32899464,0,0,1,1,657,1,1,1,1,0
02_B,1,1,4,28,7,0,32899464,0,0,1,1,615,1,1,1,2,0
02_B,1,1,4,28,8,0,32899464,0,0,2,2,620,1,1,1,1,0
02_B,1,1,4,28,9,0,32899464,0,0,1,1,619,1,1,1,1,0
02_B,1,1,4,28,10,0,32899464,0,0,2,2,664,1,1,1,1,0
02_B,1,1,4,28,11,0,32899464,0,0,2,2,628,1,1,1,3,0
02_B,1,1,4,28,12,0,32899464,0,0,1,1,640,1,1,1,1,0
02_B,1,1,4,29,1,0,32899464,0,0,1,1,704,2,3,5,1,0
02_B,1,1,4,29,2,0,32899464,0,0,2,2,543,1,1,5,1,0
02_B,1,1,4,29,3,0,32899464,0,0,2,2,600,1,1,1,3,0
02_B,1,1,4,29,4,0,32899464,0,0,2,2,552,1,1,1,3,0
02_B,1,1,4,29,5,0,32899464,0,0,1,1,618,1,1,1,1,0
02_B,1,1,4,29,6,0,32899464,0,0,1,1,605,1,1,1,3,0
02_B,1,1,4,29,7,0,32899464,0,0,2,2,640,1,1,1,1,0
02_B,1,1,4,29,8,0,32899464,0,0,2,2,607,1,1,1,3,0
02_B,1,1,4,29,9,0,32899464,0,0,1,1,667,1,1,1,1,0
02_B,1,1,4,29,10,0,32899464,0,0,2,2,616,1,1,1,1,0
02_B,1,1,4,29,11,0,32899464,0,0,1,1,744,2,1,2,1,0
02_B,1,1,4,29,12,0,32899464,0,0,2,2,585,1,1,5,1,0
02_B,1,2,4,30,1,0,3,0,0,2,2,545,1,3,5,1,0
02_B,1,2,4,30,2,1,4,2,300,1,1,581,2,2,2,1,0
02_B,1,2,4,30,3,0,4,0,0,2,2,589,1,3,5,1,2
02_B,1,2,4,30,4,1,3,1,300,2,0,0,1,2,1,2,0
02_B,1,2,4,30,5,0,3,0,0,1,1,681,1,3,1,1,1
02_B,1,2,4,30,6,0,3,0,0,1,1,664,1,1,1,2,0
02_B,1,2,4,30,7,1,3,2,250,2,0,0,1,2,1,1,0
