sID,sNR,cond,run,block,gtnum,gkind,gcolor,gint,gintVal,gtheButton,gresp,gRT,geval,gpairKind,gpairCorr,gpairRelate,gprevInt
07_A,6,2,6,42,5,1,1,2,250,2,2,454,2,2,2,3,0
07_A,6,2,6,42,6,0,1,0,0,1,1,624,1,3,5,1,2
07_A,6,2,6,42,7,0,1,0,0,2,2,677,1,1,1,1,0
07_A,6,2,6,42,8,0,1,0,0,2,2,540,1,1,1,2,0
07_A,6,2,6,42,9,1,4,1,250,1,1,526,2,2,2,1,0
07_A,6,2,6,42,10,0,4,0,0,1,1,558,1,3,5,3,1
07_A,6,2,6,42,11,0,4,0,0,1,1,473,1,1,1,3,0
07_A,6,2,6,42,12,1,1,1,200,2,0,0,1,2,1,1,0
07_A,6,1,6,43,1,0,32899464,0,0,2,2,656,1,3,5,1,0
07_A,6,1,6,43,2,0,32899464,0,0,1,1,574,1,1,1,1,0
07_A,6,1,6,43,3,0,32899464,0,0,1,1,470,1,1,1,3,0
07_A,6,1,6,43,4,0,32899464,0,0,2,2,541,1,1,1,1,0
07_A,6,1,6,43,5,0,32899464,0,0,1,1,534,1,1,1,1,0
07_A,6,1,6,43,6,0,32899464,0,0,2,2,437,1,1,1,1,0
07_A,6,1,6,43,7,0,32899464,0,0,1,1,413,1,1,1,1,0
07_A,6,1,6,43,8,0,32899464,0,0,2,2,447,1,1,1,1,0
07_A,6,1,6,43,9,0,32899464,0,0,2,2,566,1,1,1,3,0
07_A,6,1,6,43,10,0,32899464,0,0,2,2,612,1,1,1,2,0
07_A,6,1,6,43,11,0,32899464,0,0,2,2,607,1,1,1,2,0
07_A,6,1,6,43,12,0,32899464,0,0,1,1,636,1,1,1,1,0
07_A,6,2,6,44,1,0,1,0,0,1,1,768,2,3,5,1,1
07_A,6,2,6,44,2,1,4,2,200,1,1,507,2,2,5,3,0
07_A,6,2,6,44,3,0,4,0,0,1,1,514,1,3,5,3,2
07_A,6,2,6,44,4,0,4,0,0,1,1,478,1,1,1,3,0
07_A,6,2,6,44,5,1,1,2,150,2,0,0,1,2,1,1,0
07_A,6,2,6,44,6,0,1,0,0,1,1,625,1,3,1,1,2
07_A,6,2,6,44,7,0,1,0,0,1,1,475,1,1,1,3,0
07_A,6,2,6,44,8,1,4,1,200,1,1,621,2,2,2,2,0
07_A,6,2,6,44,9,0,4,0,0,2,2,784,2,3,5,1,1
07_A,6,2,6,44,10,0,4,0,0,2,2,467,1,1,5,3,0
07_A,6,2,6,44,11,1,1,1,150,2,0,0,1,2,1,2,0
07_A,6,2,6,44,12,0,1,0,0,2,2,689,1,3,1,2,1
07_A,6,1,6,45,1,0,32899464,0,0,1,2,1089,4,3,5,1,0
07_A,6,1,6,45,2,0,32899464,0,0,2,2,690,1,1,5,1,0
07_A,6,1,6,45,3,0,32899464,0,0,2,2,621,1,1,1,2,0
07_A,6,1,6,45,4,0,32899464,0,0,1,1,606,1,1,1,1,0
07_A,6,1,6,45,5,0,32899464,0,0,1,1,498,1,1,1,2,0
07_A,6,1,6,45,6,0,32899464,0,0,1,1,554,1,1,1,2,0
07_A,6,1,6,45,7,0,32899464,0,0,2,2,533,1,1,1,1,0
07_A,6,1,6,45,8,0,32899464,0,0,2,2,431,1,1,1,3,0
07_A,6,1,6,45,9,0,32899464,0,0,2,2,478,1,1,1,2,0
07_A,6,1,6,45,10,0,32899464,0,0,2,2,534,1,1,1,2,0
07_A,6,1,6,45,11,0,32899464,0,0,1,1,576,1,1,1,1,0
07_A,6,1,6,45,12,0,32899464,0,0,2,2,495,1,1,1,1,0
07_A,6,1,6,46,1,0,32899464,0,0,2,2,752,2,3,5,1,0
07_A,6,1,6,46,2,0,32899464,0,0,2,2,469,1,1,5,3,0
07_A,6,1,6,46,3,0,32899464,0,0,2,2,475,1,1,1,2,0
07_A,6,1,6,46,4,0,32899464,0,0,1,1,684,1,1,1,1,0
07_A,6,1,6,46,5,0,32899464,0,0,2,2,597,1,1,1,1,0
07_A,6,1,6,46,6,0,32899464,0,0,1,1,643,1,1,1,1,0
07_A,6,1,6,46,7,0,32899464,0,0,2,2,446,1,1,1,1,0
07_A,6,1,6,46,8,0,32899464,0,0,1,1,465,1,1,1,1,0
07_A,6,1,6,46,9,0,32899464,0,0,1,1,632,1,1,1,3,0
07_A,6,1,6,46,10,0,32899464,0,0,2,2,498,1,1,1,1,0
07_A,6,1,6,46,11,0,32899464,0,0,1,1,560,1,1,1,1,0
07_A,6,1,6,46,12,0,32899464,0,0,1,1,556,1,1,1,3,0
07_A,6,2,6,47,1,0,1,0,0,1,2,649,3,3,5,1,0
07_A,6,2,6,47,2,0,1,0,0,1,2,442,3,1,5,2,0
07_A,6,2,6,47,3,0,1,0,0,2,2,586,1,1,5,1,0
07_A,6,2,6,47,4,0,1,0,0,1,1,517,1,1,1,1,0
07_A,6,2,6,47,5,0,1,0,0,1,1,605,1,1,1,3,0
07_A,6,2,6,47,6,0,1,0,0,1,1,656,1,1,1,2,0
07_A,6,2,6,47,7,0,1,0,0,1,1,527,1,1,1,3,0
07_A,6,2,6,47,8,1,4,2,200,1,0,0,1,2,1,3,0
07_A,6,2,6,47,9,0,4,0,0,2,2,475,1,3,1,1,2
07_A,6,2,6,47,10,1,1,2,250,2,2,459,2,2,2,2,0
07_A,6,2,6,47,11,0,1,0,0,2,2,611,1,3,5,2,2
07_A,6,2,6,47,12,0,1,0,0,2,2,432,1,1,1,2,0
07_A,6,2,6,48,1,0,1,0,0,1,1,745,2,3,5,1,0
07_A,6,2,6,48,2,0,1,0,0,1,1,408,1,1,5,3,0
07_A,6,2,6,48,3,1,4,2,200,1,1,488,2,2,2,3,0
07_A,6,2,6,48,4,1,1,2,150,2,0,0,1,4,5,1,2
07_A,6,2,6,48,5,0,1,0,0,2,2,455,1,3,1,3,2
07_A,6,2,6,48,6,1,4,1,150,1,0,0,1,2,1,1,0
07_A,6,2,6,48,7,0,4,0,0,2,2,625,1,3,1,1,1
07_A,6,2,6,48,8,0,4,0,0,2,2,423,1,1,1,2,0
07_A,6,2,6,48,9,0,4,0,0,2,2,509,1,1,1,2,0
07_A,6,2,6,48,10,0,4,0,0,1,1,491,1,1,1,1,0
07_A,6,2,6,48,11,1,1,1,200,2,2,398,2,2,2,1,0
07_A,6,2,6,48,12,0,1,0,0,2,2,471,1,3,5,3,1
07_A,6,1,7,49,1,0,32899464,0,0,1,1,908,2,3,5,1,99
07_A,6,1,7,49,2,0,32899464,0,0,1,1,525,1,1,5,2,0
07_A,6,1,7,49,3,0,32899464,0,0,2,2,633,1,1,1,1,0
07_A,6,1,7,49,4,0,32899464,0,0,2,2,478,1,1,1,2,0
07_A,6,1,7,49,5,0,32899464,0,0,1,2,475,3,1,4,1,0
07_A,6,1,7,49,6,0,32899464,0,0,2,2,544,1,1,5,1,0
07_A,6,1,7,49,7,0,32899464,0,0,1,1,468,1,1,1,1,0
07_A,6,1,7,49,8,0,32899464,0,0,2,1,498,3,1,4,1,0
07_A,6,1,7,49,9,0,32899464,0,0,1,1,602,1,1,5,1,0
07_A,6,1,7,49,10,0,32899464,0,0,2,2,597,1,1,1,1,0
07_A,6,1,7,49,11,0,32899464,0,0,2,2,457,1,1,1,3,0
07_A,6,1,7,49,12,0,32899464,0,0,2,2,426,1,1,1,3,0
07_A,6,1,7,50,1,0,32899464,0,0,2,2,472,1,3,5,1,0
07_A,6,1,7,50,2,0,32899464,0,0,1,1,500,1,1,1,1,0
07_A,6,1,7,50,3,0,32899464,0,0,1,1,512,1,1,1,2,0
07_A,6,1,7,50,4,0,32899464,0,0,1,1,465,1,1,1,3,0
07_A,6,1,7,50,5,0,32899464,0,0,1,1,531,1,1,1,3,0
07_A,6,1,7,50,6,0,32899464,0,0,2,2,516,1,1,1,1,0
07_A,6,1,7,50,7,0,32899464,0,0,2,2,372,1,1,1,2,0
07_A,6,1,7,50,8,0,32899464,0,0,2,2,588,1,1,1,3,0
07_A,6,1,7,50,9,0,32899464,0,0,1,1,511,1,1,1,1,0
07_A,6,1,7,50,10,0,32899464,0,0,2,2,604,1,1,1,1,0
07_A,6,1,7,50,11,0,32899464,0,0,2,2,457,1,1,1,2,0
07_A,6,1,7,50,12,0,32899464,0,0,2,2,477,1,1,1,3,0
07_A,6,2,7,51,1,1,1,2,300,2,2,626,2,4,5,1,99
07_A,6,2,7,51,2,0,1,0,0,1,1,704,2,3,5,1,2
07_A,6,2,7,51,3,0,1,0,0,2,1,435,3,1,5,1,0
07_A,6,2,7,51,4,0,1,0,0,1,1,731,2,1,5,1,0
07_A,6,2,7,51,5,1,2,2,250,2,2,484,2,2,5,1,0
07_A,6,2,7,51,6,1,1,2,200,2,0,0,1,4,5,2,2
07_A,6,2,7,51,7,0,1,0,0,1,1,593,1,3,1,1,2
07_A,6,2,7,51,8,0,1,0,0,2,2,539,1,1,1,1,0
07_A,6,2,7,51,9,0,1,0,0,2,2,678,1,1,1,2,0
07_A,6,2,7,51,10,1,3,1,250,1,1,466,2,2,2,1,0
07_A,6,2,7,51,11,0,3,0,0,1,1,666,1,3,5,2,1
07_A,6,2,7,51,12,1,3,2,250,1,0,0,1,2,1,2,0
07_A,6,2,7,52,1,1,1,2,300,2,2,1049,2,4,5,1,2
07_A,6,2,7,52,2,0,1,0,0,2,2,586,1,3,5,2,2
07_A,6,2,7,52,3,0,1,0,0,2,2,504,1,1,1,3,0
07_A,6,2,7,52,4,0,1,0,0,1,1,631,1,1,1,1,0
07_A,6,2,7,52,5,0,1,0,0,2,2,599,1,1,1,1,0
07_A,6,2,7,52,6,0,1,0,0,2,2,501,1,1,1,3,0
07_A,6,2,7,52,7,0,1,0,0,2,2,523,1,1,1,2,0
07_A,6,2,7,52,8,0,1,0,0,2,2,569,1,1,1,3,0
07_A,6,2,7,52,9,0,1,0,0,1,1,556,1,1,1,1,0
07_A,6,2,7,52,10,1,2,2,250,2,2,489,2,2,2,1,0
07_A,6,2,7,52,11,1,1,2,200,2,0,0,1,4,5,2,2
07_A,6,2,7,52,12,1,3,1,200,1,1,508,2,4,2,1,2
07_A,6,2,7,53,1,0,3,0,0,1,2,712,4,3,5,1,1
07_A,6,2,7,53,2,1,1,2,250,2,2,694,2,2,5,1,0
07_A,6,2,7,53,3,1,2,2,200,2,0,0,1,4,5,2,2
07_A,6,2,7,53,4,0,2,0,0,2,2,589,1,3,1,3,2
07_A,6,2,7,53,5,0,2,0,0,2,2,641,1,1,1,2,0
07_A,6,2,7,53,6,0,2,0,0,2,2,483,1,1,1,2,0
07_A,6,2,7,53,7,0,2,0,0,1,1,532,1,1,1,1,0
07_A,6,2,7,53,8,0,2,0,0,1,1,449,1,1,1,2,0
07_A,6,2,7,53,9,0,2,0,0,2,2,595,1,1,1,1,0
07_A,6,2,7,53,10,1,1,2,250,2,2,529,2,2,2,2,0
07_A,6,2,7,53,11,0,1,0,0,1,1,617,1,3,5,1,2
07_A,6,2,7,53,12,1,3,1,150,1,0,0,1,2,1,2,0
07_A,6,2,7,54,1,0,3,0,0,1,1,822,2,3,5,1,1
07_A,6,2,7,54,2,0,3,0,0,2,2,553,1,1,5,1,0
07_A,6,2,7,54,3,1,1,2,200,2,2,443,2,2,2,3,0
07_A,6,2,7,54,4,1,2,2,150,2,0,0,1,4,5,2,2
07_A,6,2,7,54,5,0,2,0,0,2,2,538,1,3,1,2,2
07_A,6,2,7,54,6,0,2,0,0,1,1,572,1,1,1,1,0
07_A,6,2,7,54,7,0,2,0,0,2,2,586,1,1,1,1,0
07_A,6,2,7,54,8,0,2,0,0,1,1,513,1,1,1,1,0
07_A,6,2,7,54,9,1,1,2,200,2,2,546,2,2,2,1,0
07_A,6,2,7,54,10,0,1,0,0,2,2,532,1,3,5,3,2
07_A,6,2,7,54,11,0,1,0,0,1,1,653,1,1,1,1,0
07_A,6,2,7,54,12,1,3,1,150,1,0,0,1,2,1,3,0
07_A,6,1,7,55,1,0,32899464,0,0,2,2,586,1,3,5,1,0
07_A,6,1,7,55,2,0,32899464,0,0,1,1,704,2,1,2,1,0
07_A,6,1,7,55,3,0,32899464,0,0,1,1,514,1,1,5,2,0
07_A,6,1,7,55,4,0,32899464,0,0,2,2,724,2,1,2,1,0
07_A,6,1,7,55,5,0,32899464,0,0,2,2,435,1,1,5,3,0
07_A,6,1,7,55,6,0,32899464,0,0,1,1,606,1,1,1,1,0
07_A,6,1,7,55,7,0,32899464,0,0,1,1,708,2,1,2,2,0
07_A,6,1,7,55,8,0,32899464,0,0,2,2,558,1,1,5,1,0
07_A,6,1,7,55,9,0,32899464,0,0,1,1,651,1,1,1,1,0
07_A,6,1,7,55,10,0,32899464,0,0,1,1,681,1,1,1,2,0
07_A,6,1,7,55,11,0,32899464,0,0,1,1,586,1,1,1,2,0
07_A,6,1,7,55,12,0,32899464,0,0,1,1,512,1,1,1,2,0
07_A,6,1,7,56,1,0,32899464,0,0,2,2,600,1,3,5,1,0
07_A,6,1,7,56,2,0,32899464,0,0,1,1,546,1,1,1,1,0
07_A,6,1,7,56,3,0,32899464,0,0,1,1,583,1,1,1,2,0
07_A,6,1,7,56,4,0,32899464,0,0,2,2,527,1,1,1,1,0
07_A,6,1,7,56,5,0,32899464,0,0,1,1,566,1,1,1,1,0
07_A,6,1,7,56,6,0,32899464,0,0,2,2,468,1,1,1,1,0
07_A,6,1,7,56,7,0,32899464,0,0,1,1,500,1,1,1,1,0
07_A,6,1,7,56,8,0,32899464,0,0,1,1,789,2,1,2,2,0
07_A,6,1,7,56,9,0,32899464,0,0,1,1,572,1,1,5,3,0
07_A,6,1,7,56,10,0,32899464,0,0,2,2,527,1,1,1,1,0
07_A,6,1,7,56,11,0,32899464,0,0,2,2,550,1,1,1,3,0
07_A,6,1,7,56,12,0,32899464,0,0,1,1,560,1,1,1,1,0
07_A,6,2,8,57,1,0,32899464,0,0,2,2,584,1,3,5,1,99
07_A,6,2,8,57,2,0,32899464,0,0,1,1,544,1,1,1,1,0
07_A,6,2,8,57,3,0,32899464,0,0,2,2,428,1,1,1,1,0
07_A,6,2,8,57,4,0,32899464,0,0,1,1,553,1,1,1,1,0
07_A,6,2,8,57,5,0,32899464,0,0,2,2,584,1,1,1,1,0
07_A,6,2,8,57,6,0,32899464,0,0,1,1,533,1,1,1,1,0
07_A,6,2,8,57,7,0,32899464,0,0,1,1,576,1,1,1,2,0
07_A,6,2,8,57,8,0,32899464,0,0,2,2,474,1,1,1,1,0
07_A,6,2,8,57,9,1,4,1,250,1,1,520,2,2,2,1,0
07_A,6,2,8,57,10,0,4,0,0,2,2,512,1,3,5,1,1
07_A,6,2,8,57,11,0,4,0,0,1,2,478,3,1,4,1,0
07_A,6,2,8,57,12,1,4,2,300,1,1,551,2,2,5,3,0
07_A,6,2,8,58,1,0,4,0,0,2,2,610,1,3,5,1,2
07_A,6,2,8,58,2,1,4,1,200,1,1,509,2,2,2,1,0
07_A,6,2,8,58,3,0,4,0,0,1,1,607,1,3,5,2,1
07_A,6,2,8,58,4,0,4,0,0,1,1,575,1,1,1,2,0
07_A,6,2,8,58,5,1,4,2,250,1,1,443,2,2,2,3,0
07_A,6,2,8,58,6,0,4,0,0,1,1,683,1,3,5,2,2
07_A,6,2,8,58,7,0,4,0,0,2,2,578,1,1,1,1,0
07_A,6,2,8,58,8,0,4,0,0,1,1,602,1,1,1,1,0
07_A,6,2,8,58,9,0,4,0,0,2,2,619,1,1,1,1,0
07_A,6,2,8,58,10,0,4,0,0,2,2,535,1,1,1,2,0
07_A,6,2,8,58,11,0,4,0,0,1,1,559,1,1,1,1,0
07_A,6,2,8,58,12,0,4,0,0,1,1,637,1,1,1,2,0
07_A,6,1,8,59,1,0,32899472,0,0,1,1,603,1,3,5,1,99
07_A,6,1,8,59,2,0,32899472,0,0,1,1,449,1,1,1,3,0
07_A,6,1,8,59,3,0,32899472,0,0,2,1,358,3,1,4,1,0
07_A,6,1,8,59,4,0,32899472,0,0,2,2,480,1,1,5,2,0
07_A,6,1,8,59,5,0,32899472,0,0,2,2,481,1,1,1,3,0
07_A,6,1,8,59,6,0,32899472,0,0,1,1,554,1,1,1,1,0
07_A,6,1,8,59,7,0,32899472,0,0,1,1,565,1,1,1,2,0
07_A,6,1,8,59,8,0,32899472,0,0,1,1,591,1,1,1,3,0
07_A,6,1,8,59,9,0,32899472,0,0,2,2,457,1,1,1,1,0
07_A,6,1,8,59,10,0,32899472,0,0,1,1,591,1,1,1,1,0
07_A,6,1,8,59,11,0,32899472,0,0,2,2,706,2,1,2,1,0
07_A,6,1,8,59,12,0,32899472,0,0,2,2,469,1,1,5,3,0
07_A,6,2,8,60,1,0,4,0,0,1,1,847,2,3,5,1,0
07_A,6,2,8,60,2,0,4,0,0,2,2,552,1,1,5,1,0
07_A,6,2,8,60,3,0,4,0,0,2,2,535,1,1,1,2,0
07_A,6,2,8,60,4,0,4,0,0,2,2,492,1,1,1,3,0
07_A,6,2,8,60,5,1,4,1,150,1,0,0,1,2,1,1,0
07_A,6,2,8,60,6,0,4,0,0,1,1,620,1,3,1,3,1
07_A,6,2,8,60,7,0,4,0,0,2,2,571,1,1,1,1,0
07_A,6,2,8,60,8,1,4,2,200,1,1,609,2,2,2,1,0
07_A,6,2,8,60,9,1,2,2,150,2,0,0,1,4,5,1,2
07_A,6,2,8,60,10,0,2,0,0,1,1,748,2,3,2,1,2
07_A,6,2,8,60,11,0,2,0,0,2,2,515,1,1,5,1,0
07_A,6,2,8,60,12,1,1,1,150,2,0,0,1,2,1,2,0
07_A,6,1,8,61,1,0,32899472,0,0,1,1,596,1,3,5,1,0
07_A,6,1,8,61,2,0,32899472,0,0,2,2,559,1,1,1,1,0
07_A,6,1,8,61,3,0,32899472,0,0,2,2,502,1,1,1,3,0
07_A,6,1,8,61,4,0,32899472,0,0,2,1,424,3,1,4,2,0
07_A,6,1,8,61,5,0,32899472,0,0,2,2,531,1,1,5,3,0
07_A,6,1,8,61,6,0,32899472,0,0,1,1,629,1,1,1,1,0
07_A,6,1,8,61,7,0,32899472,0,0,2,2,627,1,1,1,1,0
07_A,6,1,8,61,8,0,32899472,0,0,1,1,659,1,1,1,1,0
07_A,6,1,8,61,9,0,32899472,0,0,2,2,697,1,1,1,1,0
07_A,6,1,8,61,10,0,32899472,0,0,2,2,564,1,1,1,3,0
07_A,6,1,8,61,11,0,32899472,0,0,2,2,585,1,1,1,3,0
07_A,6,1,8,61,12,0,32899472,0,0,2,2,644,1,1,1,2,0
07_A,6,2,8,62,1,0,1,0,0,1,1,707,2,3,5,1,1
07_A,6,2,8,62,2,0,1,0,0,2,2,651,1,1,5,1,0
07_A,6,2,8,62,3,0,1,0,0,1,1,520,1,1,1,1,0
07_A,6,2,8,62,4,0,1,0,0,1,1,472,1,1,1,2,0
07_A,6,2,8,62,5,0,1,0,0,1,1,496,1,1,1,3,0
07_A,6,2,8,62,6,0,1,0,0,2,2,616,1,1,1,1,0
07_A,6,2,8,62,7,0,1,0,0,2,2,434,1,1,1,3,0
07_A,6,2,8,62,8,0,1,0,0,2,2,500,1,1,1,2,0
07_A,6,2,8,62,9,1,4,1,200,1,0,0,1,2,1,1,0
07_A,6,2,8,62,10,0,4,0,0,2,2,718,2,3,2,1,1
07_A,6,2,8,62,11,0,4,0,0,1,1,638,1,1,5,1,0
07_A,6,2,8,62,12,0,4,0,0,2,2,570,1,1,1,1,0
07_A,6,1,8,63,1,0,32899472,0,0,1,1,923,2,3,5,1,0
07_A,6,1,8,63,2,0,32899472,0,0,1,1,598,1,1,5,2,0
07_A,6,1,8,63,3,0,32899472,0,0,1,1,505,1,1,1,3,0
07_A,6,1,8,63,4,0,32899472,0,0,1,1,450,1,1,1,3,0
07_A,6,1,8,63,5,0,32899472,0,0,2,2,500,1,1,1,1,0
07_A,6,1,8,63,6,0,32899472,0,0,2,2,496,1,1,1,2,0
07_A,6,1,8,63,7,0,32899472,0,0,2,2,448,1,1,1,2,0
07_A,6,1,8,63,8,0,32899472,0,0,1,1,570,1,1,1,1,0
07_A,6,1,8,63,9,0,32899472,0,0,2,2,599,1,1,1,1,0
07_A,6,1,8,63,10,0,32899472,0,0,2,2,530,1,1,1,3,0
07_A,6,1,8,63,11,0,32899472,0,0,2,2,559,1,1,1,2,0
07_A,6,1,8,63,12,0,32899472,0,0,1,1,438,1,1,1,1,0
07_A,6,1,8,64,1,0,32899472,0,0,2,2,740,2,3,5,1,0
07_A,6,1,8,64,2,0,32899472,0,0,1,1,530,1,1,5,1,0
07_A,6,1,8,64,3,0,32899472,0,0,1,1,511,1,1,1,2,0
07_A,6,1,8,64,4,0,32899472,0,0,1,1,516,1,1,1,3,0
07_A,6,1,8,64,5,0,32899472,0,0,2,2,521,1,1,1,1,0
07_A,6,1,8,64,6,0,32899472,0,0,2,2,451,1,1,1,2,0
07_A,6,1,8,64,7,0,32899472,0,0,2,2,449,1,1,1,3,0
07_A,6,1,8,64,8,0,32899472,0,0,2,2,488,1,1,1,2,0
07_A,6,1,8,64,9,0,32899472,0,0,2,2,544,1,1,1,2,0
07_A,6,1,8,64,10,0,32899472,0,0,2,2,489,1,1,1,3,0
07_A,6,1,8,64,11,0,32899472,0,0,2,2,424,1,1,1,2,0
07_A,6,1,8,64,12,0,32899472,0,0,1,1,425,1,1,1,1,0
08_B,7,1,1,1,1,0,32899472,0,0,2,2,677,1,3,5,1,99
08_B,7,1,1,1,2,0,32899472,0,0,1,1,533,1,1,1,1,0
08_B,7,1,1,1,3,0,32899472,0,0,1,1,472,1,1,1,2,0
08_B,7,1,1,1,4,0,32899472,0,0,2,2,714,2,1,2,1,0
08_B,7,1,1,1,5,0,32899472,0,0,1,1,440,1,1,5,1,0
08_B,7,1,1,1,6,0,32899472,0,0,1,1,372,1,1,1,3,0
08_B,7,1,1,1,7,0,32899472,0,0,2,1,405,3,1,4,1,0
08_B,7,1,1,1,8,0,32899472,0,0,1,1,679,1,1,5,1,0
08_B,7,1,1,1,9,0,32899472,0,0,2,2,558,1,1,1,1,0
08_B,7,1,1,1,10,0,32899472,0,0,1,1,460,1,1,1,1,0
08_B,7,1,1,1,11,0,32899472,0,0,1,1,414,1,1,1,3,0
08_B,7,1,1,1,12,0,32899472,0,0,1,1,671,1,1,1,2,0
08_B,7,2,1,2,1,0,32899488,0,0,2,2,871,2,3,5,1,99
08_B,7,2,1,2,2,0,32899488,0,0,1,1,716,2,1,5,1,0
08_B,7,2,1,2,3,0,32899488,0,0,2,2,436,1,1,5,1,0
08_B,7,2,1,2,4,1,3,1,250,2,2,779,2,2,2,2,0
08_B,7,2,1,2,5,0,3,0,0,2,2,758,2,3,5,3,1
08_B,7,2,1,2,6,1,1,2,300,1,1,454,2,2,5,1,0
08_B,7,2,1,2,7,0,1,0,0,1,1,482,1,3,5,2,2
08_B,7,2,1,2,8,0,1,0,0,2,2,514,1,1,1,1,0
08_B,7,2,1,2,9,1,4,2,250,2,2,448,2,2,2,3,0
08_B,7,2,1,2,10,0,4,0,0,2,2,670,1,3,5,2,2
08_B,7,2,1,2,11,0,4,0,0,1,1,433,1,1,1,1,0
08_B,7,2,1,2,12,1,2,2,200,1,1,375,2,2,2,3,0
08_B,7,2,1,3,1,0,2,0,0,2,2,630,1,3,5,1,2
08_B,7,2,1,3,2,0,2,0,0,2,2,408,1,1,1,3,0
08_B,7,2,1,3,3,1,3,1,200,2,2,391,2,2,2,3,0
08_B,7,2,1,3,4,0,3,0,0,1,1,671,1,3,5,1,1
08_B,7,2,1,3,5,1,1,2,150,1,0,0,1,2,1,2,0
08_B,7,2,1,3,6,0,1,0,0,2,2,599,1,3,1,1,2
08_B,7,2,1,3,7,1,4,2,200,2,0,0,1,2,1,3,0
08_B,7,2,1,3,8,1,2,2,250,1,0,0,1,4,1,1,2
08_B,7,2,1,3,9,0,2,0,0,2,2,609,1,3,1,1,2
08_B,7,2,1,3,10,0,2,0,0,2,1,426,3,1,4,2,0
08_B,7,2,1,3,11,0,2,0,0,1,1,519,1,1,5,1,0
08_B,7,2,1,3,12,1,3,1,150,2,0,0,1,2,1,1,0
08_B,7,2,1,4,1,1,3,1,150,2,2,768,2,4,5,1,1
08_B,7,2,1,4,2,1,1,2,300,1,0,0,1,4,5,1,1
08_B,7,2,1,4,3,0,1,0,0,1,1,588,1,3,1,2,2
08_B,7,2,1,4,4,0,1,0,0,2,2,558,1,1,1,1,0
08_B,7,2,1,4,5,0,1,0,0,1,1,507,1,1,1,1,0
08_B,7,2,1,4,6,0,1,0,0,2,2,591,1,1,1,1,0
08_B,7,2,1,4,7,0,1,0,0,1,1,668,1,1,1,1,0
08_B,7,2,1,4,8,0,1,0,0,2,2,547,1,1,1,1,0
08_B,7,2,1,4,9,0,1,0,0,2,2,407,1,1,1,3,0
08_B,7,2,1,4,10,0,1,0,0,1,1,513,1,1,1,1,0
08_B,7,2,1,4,11,0,1,0,0,2,2,683,1,1,1,1,0
08_B,7,2,1,4,12,0,1,0,0,1,1,494,1,1,1,1,0
08_B,7,1,1,5,1,0,32899472,0,0,1,1,944,2,3,5,1,0
08_B,7,1,1,5,2,0,32899472,0,0,1,1,839,2,1,5,2,0
08_B,7,1,1,5,3,0,32899472,0,0,2,2,457,1,1,5,1,0
08_B,7,1,1,5,4,0,32899472,0,0,1,1,548,1,1,1,1,0
08_B,7,1,1,5,5,0,32899472,0,0,1,1,449,1,1,1,3,0
08_B,7,1,1,5,6,0,32899472,0,0,2,2,505,1,1,1,1,0
08_B,7,1,1,5,7,0,32899472,0,0,1,1,680,1,1,1,1,0
08_B,7,1,1,5,8,0,32899472,0,0,2,2,579,1,1,1,1,0
08_B,7,1,1,5,9,0,32899472,0,0,2,2,625,1,1,1,2,0
08_B,7,1,1,5,10,0,32899472,0,0,1,1,530,1,1,1,1,0
08_B,7,1,1,5,11,0,32899472,0,0,1,1,451,1,1,1,3,0
08_B,7,1,1,5,12,0,32899472,0,0,2,2,730,2,1,2,1,0
08_B,7,1,1,6,1,0,32899472,0,0,2,2,1144,2,3,5,1,0
08_B,7,1,1,6,2,0,32899472,0,0,2,2,391,1,1,5,2,0
08_B,7,1,1,6,3,0,32899472,0,0,2,2,459,1,1,1,2,0
08_B,7,1,1,6,4,0,32899472,0,0,2,2,434,1,1,1,3,0
08_B,7,1,1,6,5,0,32899472,0,0,1,1,522,1,1,1,1,0
08_B,7,1,1,6,6,0,32899472,0,0,1,1,438,1,1,1,2,0
08_B,7,1,1,6,7,0,32899472,0,0,2,2,541,1,1,1,1,0
08_B,7,1,1,6,8,0,32899472,0,0,2,1,444,3,1,4,2,0
08_B,7,1,1,6,9,0,32899472,0,0,2,2,547,1,1,5,3,0
08_B,7,1,1,6,10,0,32899472,0,0,2,2,421,1,1,1,3,0
08_B,7,1,1,6,11,0,32899472,0,0,2,2,438,1,1,1,2,0
08_B,7,1,1,6,12,0,32899472,0,0,1,1,460,1,1,1,1,0
08_B,7,2,1,7,1,1,3,1,100,2,2,788,2,4,5,1,0
08_B,7,2,1,7,2,0,3,0,0,2,2,569,1,3,5,3,1
08_B,7,2,1,7,3,0,3,0,0,1,1,1039,2,1,2,1,0
08_B,7,2,1,7,4,0,3,0,0,2,2,681,1,1,5,1,0
08_B,7,2,1,7,5,0,3,0,0,1,1,586,1,1,1,1,0
08_B,7,2,1,7,6,1,1,2,350,1,1,425,2,2,2,3,0
08_B,7,2,1,7,7,0,1,0,0,2,2,492,1,3,5,1,2
08_B,7,2,1,7,8,1,4,2,300,2,2,462,2,2,2,2,0
08_B,7,2,1,7,9,0,4,0,0,2,2,616,1,3,5,3,2
08_B,7,2,1,7,10,0,4,0,0,1,1,579,1,1,1,1,0
08_B,7,2,1,7,11,0,4,0,0,1,1,424,1,1,1,2,0
08_B,7,2,1,7,12,0,4,0,0,2,1,429,3,1,4,1,0
