sid,type,roi,acc
17,ss,SMA,0.861
18,ss,SMA,0.5895
19,ss,SMA,0.746375
20,ss,SMA,0.66034375
21,ss,SMA,0.848208333
22,ss,SMA,0.693375
23,ss,SMA,0.872
24,ss,SMA,0.73225
1,ss,lVLPFC,0.7728125
2,ss,lVLPFC,0.6918125
3,ss,lVLPFC,0.591
4,ss,lVLPFC,0.60828125
5,ss,lVLPFC,0.684875
6,ss,lVLPFC,0.64721875
7,ss,lVLPFC,0.54384375
8,ss,lVLPFC,0.77578125
9,ss,lVLPFC,0.703107143
10,ss,lVLPFC,0.66778125
11,ss,lVLPFC,0.6511875
12,ss,lVLPFC,0.6181875
13,ss,lVLPFC,0.7331875
14,ss,lVLPFC,0.614
15,ss,lVLPFC,0.7565625
16,ss,lVLPFC,0.5531875
17,ss,lVLPFC,0.69303125
18,ss,lVLPFC,0.64015625
19,ss,lVLPFC,0.59875
20,ss,lVLPFC,0.595625
21,ss,lVLPFC,0.8955
22,ss,lVLPFC,0.62628125
23,ss,lVLPFC,0.6835625
24,ss,lVLPFC,0.63165625
1,ss,rIPL,0.80771875
2,ss,rIPL,0.7296875
3,ss,rIPL,0.906642857
4,ss,rIPL,0.8113125
5,ss,rIPL,0.65075
6,ss,rIPL,0.726375
7,ss,rIPL,0.785125
8,ss,rIPL,0.836
9,ss,rIPL,0.791821429
10,ss,rIPL,0.82984375
11,ss,rIPL,0.476625
12,ss,rIPL,0.5905
13,ss,rIPL,0.8275
14,ss,rIPL,0.744375
15,ss,rIPL,0.68428125
16,ss,rIPL,0.65125
17,ss,rIPL,0.88378125
18,ss,rIPL,0.58365625
19,ss,rIPL,0.676125
20,ss,rIPL,0.690375
21,ss,rIPL,0.774791667
22,ss,rIPL,0.65846875
23,ss,rIPL,0.74425
24,ss,rIPL,0.75240625
1,ss,ACC,0.6689375
2,ss,ACC,0.7899375
3,ss,ACC,0.587
4,ss,ACC,0.7119375
5,ss,ACC,0.5520625
6,ss,ACC,0.59065625
7,ss,ACC,0.5393125
8,ss,ACC,0.7846875
9,ss,ACC,0.707785714
10,ss,ACC,0.74965625
11,ss,ACC,0.6750625
12,ss,ACC,0.61553125
13,ss,ACC,0.72228125
14,ss,ACC,0.6495625
15,ss,ACC,0.8034375
16,ss,ACC,0.61153125
17,ss,ACC,0.7504375
18,ss,ACC,0.56575
19,ss,ACC,0.61828125
20,ss,ACC,0.64453125
21,ss,ACC,0.874583333
22,ss,ACC,0.6468125
23,ss,ACC,0.7366875
24,ss,ACC,0.7306875
1,ss,rBG,0.40378125
2,ss,rBG,0.6209375
3,ss,rBG,0.495
4,ss,rBG,0.49703125
5,ss,rBG,0.4749375
6,ss,rBG,0.5386875
7,ss,rBG,0.697375
8,ss,rBG,0.6973125
9,ss,rBG,0.674857143
10,ss,rBG,0.7280625
11,ss,rBG,0.6529375
12,ss,rBG,0.60234375
13,ss,rBG,0.766
14,ss,rBG,0.58115625
15,ss,rBG,0.5045625
16,ss,rBG,0.6395625
17,ss,rBG,0.7098125
18,ss,rBG,0.7038125
19,ss,rBG,0.51340625
20,ss,rBG,0.480625
21,ss,rBG,0.755375
22,ss,rBG,0.5350625
23,ss,rBG,0.762375
24,ss,rBG,0.51340625
1,ss,lIPL,0.9083125
2,ss,lIPL,0.56946875
3,ss,lIPL,0.843714286
4,ss,lIPL,0.825625
5,ss,lIPL,0.773
6,ss,lIPL,0.69796875
7,ss,lIPL,0.7450625
8,ss,lIPL,0.78396875
9,ss,lIPL,0.727142857
10,ss,lIPL,0.7565625
11,ss,lIPL,0.5271875
12,ss,lIPL,0.55053125
13,ss,lIPL,0.671
14,ss,lIPL,0.72534375
15,ss,lIPL,0.90859375
16,ss,lIPL,0.58484375
17,ss,lIPL,0.88859375
18,ss,lIPL,0.56725
19,ss,lIPL,0.4974375
20,ss,lIPL,0.5945
21,ss,lIPL,0.811791667
22,ss,lIPL,0.49046875
23,ss,lIPL,0.850375
24,ss,lIPL,0.68696875
1,ss,rPreCentr,0.8398125
2,ss,rPreCentr,0.6685
3,ss,rPreCentr,0.805857143
4,ss,rPreCentr,0.80390625
5,ss,rPreCentr,0.7206875
6,ss,rPreCentr,0.739125
7,ss,rPreCentr,0.6515
8,ss,rPreCentr,0.825375
9,ss,rPreCentr,0.8245
10,ss,rPreCentr,0.78371875
11,ss,rPreCentr,0.6940625
12,ss,rPreCentr,0.6765625
13,ss,rPreCentr,0.90090625
14,ss,rPreCentr,0.73703125
15,ss,rPreCentr,0.73540625
16,ss,rPreCentr,0.65003125
17,ss,rPreCentr,0.7451875
18,ss,rPreCentr,0.6045625
19,ss,rPreCentr,0.70834375
20,ss,rPreCentr,0.77634375
21,ss,rPreCentr,0.807958333
22,ss,rPreCentr,0.64484375
23,ss,rPreCentr,0.80175
24,ss,rPreCentr,0.6324375
1,ss,rSPL,0.81040625
2,ss,rSPL,0.824875
3,ss,rSPL,0.831357143
4,ss,rSPL,0.646
5,ss,rSPL,0.72521875
6,ss,rSPL,0.90215625
7,ss,rSPL,0.64534375
8,ss,rSPL,0.93275
9,ss,rSPL,0.753285714
10,ss,rSPL,0.8278125
11,ss,rSPL,0.5848125
12,ss,rSPL,0.5841875
13,ss,rSPL,0.762625
14,ss,rSPL,0.65028125
15,ss,rSPL,0.84096875
16,ss,rSPL,0.5585
17,ss,rSPL,0.7820625
18,ss,rSPL,0.4685
19,ss,rSPL,0.7248125
20,ss,rSPL,0.69571875
21,ss,rSPL,0.929
22,ss,rSPL,0.6680625
23,ss,rSPL,0.8105
24,ss,rSPL,0.71315625
1,within_d,rdlpfc,0.833198052
2,within_d,rdlpfc,0.5676875
3,within_d,rdlpfc,0.721428571
4,within_d,rdlpfc,0.6280625
5,within_d,rdlpfc,0.504734848
6,within_d,rdlpfc,0.586856618
7,within_d,rdlpfc,0.6336875
8,within_d,rdlpfc,0.755293619
9,within_d,rdlpfc,0.55025
10,within_d,rdlpfc,0.76646875
11,within_d,rdlpfc,0.564569805
12,within_d,rdlpfc,0.505974265
13,within_d,rdlpfc,0.78346875
14,within_d,rdlpfc,0.575
15,within_d,rdlpfc,0.63609375
16,within_d,rdlpfc,0.7465625
17,within_d,rdlpfc,0.76675
18,within_d,rdlpfc,0.549404762
19,within_d,rdlpfc,0.582261029
20,within_d,rdlpfc,0.600160256
21,within_d,rdlpfc,0.79825
22,within_d,rdlpfc,0.532954545
23,within_d,rdlpfc,0.6545
24,within_d,rdlpfc,0.5851875
1,within_d,rvlpfc,0.55940625
2,within_d,rvlpfc,0.592875
3,within_d,rvlpfc,0.717107143
4,within_d,rvlpfc,0.74765625
5,within_d,rvlpfc,0.7626875
6,within_d,rvlpfc,0.6668125
7,within_d,rvlpfc,0.53484375
8,within_d,rvlpfc,0.836375
9,within_d,rvlpfc,0.557
10,within_d,rvlpfc,0.71246875
11,within_d,rvlpfc,0.67525
12,within_d,rvlpfc,0.464473684
13,within_d,rvlpfc,0.72478125
14,within_d,rvlpfc,0.65696875
15,within_d,rvlpfc,0.6500625
16,within_d,rvlpfc,0.77309375
17,within_d,rvlpfc,0.83715625
18,within_d,rvlpfc,0.6286875
19,within_d,rvlpfc,0.4415
20,within_d,rvlpfc,0.87059375
21,within_d,rvlpfc,0.93075
22,within_d,rvlpfc,0.6485625
23,within_d,rvlpfc,0.83553125
24,within_d,rvlpfc,0.630875
1,within_d,SMA,0.689265625
2,within_d,SMA,0.79534375
3,within_d,SMA,0.771214286
4,within_d,SMA,0.757203125
5,within_d,SMA,0.702078125
6,within_d,SMA,0.702765625
7,within_d,SMA,0.6281875
8,within_d,SMA,0.830046875
9,within_d,SMA,0.759892857
10,within_d,SMA,0.8939375
11,within_d,SMA,0.704296875
12,within_d,SMA,0.541296875
13,within_d,SMA,0.68215625
14,within_d,SMA,0.73146875
15,within_d,SMA,0.70596875
16,within_d,SMA,0.6100625
17,within_d,SMA,0.83896875
18,within_d,SMA,0.59828125
19,within_d,SMA,0.71696875
20,within_d,SMA,0.625578125
21,within_d,SMA,0.853625
22,within_d,SMA,0.64915625
23,within_d,SMA,0.926171875
24,within_d,SMA,0.79140625
1,within_d,lVLPFC,0.78346875
2,within_d,lVLPFC,0.670078125
3,within_d,lVLPFC,0.644678571
4,within_d,lVLPFC,0.6915
5,within_d,lVLPFC,0.631734375
6,within_d,lVLPFC,0.684125
7,within_d,lVLPFC,0.5665625
8,within_d,lVLPFC,0.745796875
9,within_d,lVLPFC,0.680696429
10,within_d,lVLPFC,0.8021875
11,within_d,lVLPFC,0.67271875
12,within_d,lVLPFC,0.560671875
13,within_d,lVLPFC,0.680125
14,within_d,lVLPFC,0.6325625
15,within_d,lVLPFC,0.701421875
16,within_d,lVLPFC,0.596125
17,within_d,lVLPFC,0.80659375
18,within_d,lVLPFC,0.591140625
19,within_d,lVLPFC,0.609765625
20,within_d,lVLPFC,0.58503125
21,within_d,lVLPFC,0.8671875
22,within_d,lVLPFC,0.622125
23,within_d,lVLPFC,0.805734375
24,within_d,lVLPFC,0.70546875
1,within_d,rIPL,0.768078125
2,within_d,rIPL,0.766109375
3,within_d,rIPL,0.842535714
4,within_d,rIPL,0.834984375
5,within_d,rIPL,0.670671875
6,within_d,rIPL,0.682796875
7,within_d,rIPL,0.747671875
8,within_d,rIPL,0.802328125
9,within_d,rIPL,0.755964286
10,within_d,rIPL,0.8670625
11,within_d,rIPL,0.50446875
12,within_d,rIPL,0.569234375
13,within_d,rIPL,0.6556875
14,within_d,rIPL,0.7251875
15,within_d,rIPL,0.686734375
16,within_d,rIPL,0.588015625
17,within_d,rIPL,0.839265625
18,within_d,rIPL,0.5750625
19,within_d,rIPL,0.67865625
20,within_d,rIPL,0.657171875
21,within_d,rIPL,0.8383125
22,within_d,rIPL,0.567390625
23,within_d,rIPL,0.79446875
24,within_d,rIPL,0.816828125
1,within_d,ACC,0.720359375
2,within_d,ACC,0.805125
3,within_d,ACC,0.703035714
4,within_d,ACC,0.7629375
5,within_d,ACC,0.615921875
6,within_d,ACC,0.636109375
7,within_d,ACC,0.55615625
8,within_d,ACC,0.76421875
9,within_d,ACC,0.736142857
10,within_d,ACC,0.83615625
11,within_d,ACC,0.737875
12,within_d,ACC,0.575140625
13,within_d,ACC,0.669921875
14,within_d,ACC,0.662171875
15,within_d,ACC,0.749203125
16,within_d,ACC,0.60996875
17,within_d,ACC,0.83178125
18,within_d,ACC,0.58559375
19,within_d,ACC,0.676859375
20,within_d,ACC,0.631421875
21,within_d,ACC,0.852604167
22,within_d,ACC,0.5901875
23,within_d,ACC,0.8658125
24,within_d,ACC,0.774234375
1,within_d,rBG,0.5495625
2,within_d,rBG,0.627796875
3,within_d,rBG,0.575553571
4,within_d,rBG,0.584890625
5,within_d,rBG,0.505015625
6,within_d,rBG,0.561421875
7,within_d,rBG,0.666609375
8,within_d,rBG,0.744234375
9,within_d,rBG,0.649732143
10,within_d,rBG,0.797234375
11,within_d,rBG,0.627484375
12,within_d,rBG,0.57659375
13,within_d,rBG,0.7274375
14,within_d,rBG,0.57071875
15,within_d,rBG,0.5335
16,within_d,rBG,0.599140625
17,within_d,rBG,0.726453125
18,within_d,rBG,0.6350625
19,within_d,rBG,0.543390625
20,within_d,rBG,0.54634375
21,within_d,rBG,0.702458333
22,within_d,rBG,0.57396875
23,within_d,rBG,0.802140625
24,within_d,rBG,0.666328125
1,within_d,lIPL,0.844328125
2,within_d,lIPL,0.709484375
3,within_d,lIPL,0.848410714
4,within_d,lIPL,0.7944375
5,within_d,lIPL,0.696546875
6,within_d,lIPL,0.734109375
7,within_d,lIPL,0.738625
8,within_d,lIPL,0.790703125
9,within_d,lIPL,0.733875
10,within_d,lIPL,0.829953125
11,within_d,lIPL,0.57778125
12,within_d,lIPL,0.583375
13,within_d,lIPL,0.59246875
14,within_d,lIPL,0.6721875
15,within_d,lIPL,0.80125
16,within_d,lIPL,0.56596875
17,within_d,lIPL,0.889484375
18,within_d,lIPL,0.559625
19,within_d,lIPL,0.578453125
20,within_d,lIPL,0.6424375
21,within_d,lIPL,0.851666667
22,within_d,lIPL,0.547828125
23,within_d,lIPL,0.8728125
24,within_d,lIPL,0.7554375
1,within_d,rPreCentr,0.817140625
2,within_d,rPreCentr,0.7734375
3,within_d,rPreCentr,0.702875
4,within_d,rPreCentr,0.824015625
5,within_d,rPreCentr,0.727953125
6,within_d,rPreCentr,0.66690625
7,within_d,rPreCentr,0.727546875
8,within_d,rPreCentr,0.80175
9,within_d,rPreCentr,0.795267857
10,within_d,rPreCentr,0.8650625
11,within_d,rPreCentr,0.6815625
12,within_d,rPreCentr,0.623921875
13,within_d,rPreCentr,0.732640625
14,within_d,rPreCentr,0.69821875
15,within_d,rPreCentr,0.65490625
16,within_d,rPreCentr,0.6396875
17,within_d,rPreCentr,0.755609375
18,within_d,rPreCentr,0.57715625
19,within_d,rPreCentr,0.639953125
20,within_d,rPreCentr,0.685609375
21,within_d,rPreCentr,0.808395833
22,within_d,rPreCentr,0.608734375
23,within_d,rPreCentr,0.86446875
24,within_d,rPreCentr,0.76659375
1,within_d,rSPL,0.78903125
2,within_d,rSPL,0.830421875
3,within_d,rSPL,0.777321429
4,within_d,rSPL,0.696796875
5,within_d,rSPL,0.704484375
6,within_d,rSPL,0.797671875
7,within_d,rSPL,0.700125
8,within_d,rSPL,0.813640625
9,within_d,rSPL,0.761339286
10,within_d,rSPL,0.895984375
11,within_d,rSPL,0.611828125
12,within_d,rSPL,0.586171875
13,within_d,rSPL,0.6491875
14,within_d,rSPL,0.637859375
15,within_d,rSPL,0.798125
16,within_d,rSPL,0.586796875
17,within_d,rSPL,0.772328125
18,within_d,rSPL,0.51740625
19,within_d,rSPL,0.671921875
20,within_d,rSPL,0.6055
21,within_d,rSPL,0.922083333
22,within_d,rSPL,0.609109375
23,within_d,rSPL,0.8205
24,within_d,rSPL,0.8125625
1,thought_to_action,rdlpfc,0.467857143
2,thought_to_action,rdlpfc,0.4940625
3,thought_to_action,rdlpfc,0.633214286
4,thought_to_action,rdlpfc,0.419875
5,thought_to_action,rdlpfc,0.628787879
6,thought_to_action,rdlpfc,0.434742647
7,thought_to_action,rdlpfc,0.6459375
8,thought_to_action,rdlpfc,0.514539808
9,thought_to_action,rdlpfc,0.593071429
10,thought_to_action,rdlpfc,0.593875
11,thought_to_action,rdlpfc,0.450324675
12,thought_to_action,rdlpfc,0.652573529
13,thought_to_action,rdlpfc,0.6215
14,thought_to_action,rdlpfc,0.635432331
15,thought_to_action,rdlpfc,0.6793125
16,thought_to_action,rdlpfc,0.5791875
17,thought_to_action,rdlpfc,0.4154375
18,thought_to_action,rdlpfc,0.708333333
19,thought_to_action,rdlpfc,0.372242647
20,thought_to_action,rdlpfc,0.511217949
21,thought_to_action,rdlpfc,0.684833333
22,thought_to_action,rdlpfc,0.477272727
23,thought_to_action,rdlpfc,0.6321875
24,thought_to_action,rdlpfc,0.452625
1,thought_to_action,rvlpfc,0.5906875
2,thought_to_action,rvlpfc,0.5915625
3,thought_to_action,rvlpfc,0.713857143
4,thought_to_action,rvlpfc,0.616625
5,thought_to_action,rvlpfc,0.70625
6,thought_to_action,rvlpfc,0.484875
7,thought_to_action,rvlpfc,0.3519375
8,thought_to_action,rvlpfc,0.692375
9,thought_to_action,rvlpfc,0.792571429
10,thought_to_action,rvlpfc,0.486625
11,thought_to_action,rvlpfc,0.5600625
12,thought_to_action,rvlpfc,0.313157895
13,thought_to_action,rvlpfc,0.4649375
14,thought_to_action,rvlpfc,0.53175
15,thought_to_action,rvlpfc,0.600375
16,thought_to_action,rvlpfc,0.771375
17,thought_to_action,rvlpfc,0.454625
18,thought_to_action,rvlpfc,0.4131875
19,thought_to_action,rvlpfc,0.54175
20,thought_to_action,rvlpfc,0.610375
21,thought_to_action,rvlpfc,0.832
22,thought_to_action,rvlpfc,0.7049375
23,thought_to_action,rvlpfc,0.5675625
24,thought_to_action,rvlpfc,0.6118125
1,thought_to_action,SMA,0.6636875
2,thought_to_action,SMA,0.368
3,thought_to_action,SMA,0.714
4,thought_to_action,SMA,0.6226875
5,thought_to_action,SMA,0.548875
6,thought_to_action,SMA,0.5189375
7,thought_to_action,SMA,0.6825625
8,thought_to_action,SMA,0.8528125
9,thought_to_action,SMA,0.730357143
10,thought_to_action,SMA,0.2948125
11,thought_to_action,SMA,0.6860625
12,thought_to_action,SMA,0.5086875
13,thought_to_action,SMA,0.7389375
14,thought_to_action,SMA,0.5913125
15,thought_to_action,SMA,0.800125
16,thought_to_action,SMA,0.4796875
17,thought_to_action,SMA,0.13325
18,thought_to_action,SMA,0.4115625
19,thought_to_action,SMA,0.511625
20,thought_to_action,SMA,0.48425
21,thought_to_action,SMA,0.535333333
22,thought_to_action,SMA,0.4678125
23,thought_to_action,SMA,0.44525
24,thought_to_action,SMA,0.6249375
1,thought_to_action,lVLPFC,0.5279375
2,thought_to_action,lVLPFC,0.21725
3,thought_to_action,lVLPFC,0.674642857
4,thought_to_action,lVLPFC,0.273375
5,thought_to_action,lVLPFC,0.71175
6,thought_to_action,lVLPFC,0.375
7,thought_to_action,lVLPFC,0.390375
8,thought_to_action,lVLPFC,0.663
9,thought_to_action,lVLPFC,0.758642857
10,thought_to_action,lVLPFC,0.65675
11,thought_to_action,lVLPFC,0.7405625
12,thought_to_action,lVLPFC,0.500125
13,thought_to_action,lVLPFC,0.702375
14,thought_to_action,lVLPFC,0.4529375
15,thought_to_action,lVLPFC,0.745375
16,thought_to_action,lVLPFC,0.7280625
17,thought_to_action,lVLPFC,0.6116875
18,thought_to_action,lVLPFC,0.3975625
19,thought_to_action,lVLPFC,0.5
20,thought_to_action,lVLPFC,0.3748125
21,thought_to_action,lVLPFC,0.380666667
22,thought_to_action,lVLPFC,0.610125
23,thought_to_action,lVLPFC,0.3428125
24,thought_to_action,lVLPFC,0.3855625
1,thought_to_action,rIPL,0.6690625
2,thought_to_action,rIPL,0.2564375
3,thought_to_action,rIPL,0.697857143
4,thought_to_action,rIPL,0.6360625
5,thought_to_action,rIPL,0.8021875
6,thought_to_action,rIPL,0.6144375
7,thought_to_action,rIPL,0.4775625
8,thought_to_action,rIPL,0.57675
9,thought_to_action,rIPL,0.578642857
10,thought_to_action,rIPL,0.7441875
11,thought_to_action,rIPL,0.6683125
12,thought_to_action,rIPL,0.605875
13,thought_to_action,rIPL,0.48275
14,thought_to_action,rIPL,0.6945
15,thought_to_action,rIPL,0.832125
16,thought_to_action,rIPL,0.7499375
17,thought_to_action,rIPL,0.2500625
18,thought_to_action,rIPL,0.4905
19,thought_to_action,rIPL,0.74825
20,thought_to_action,rIPL,0.342625
21,thought_to_action,rIPL,0.50825
22,thought_to_action,rIPL,0.4251875
23,thought_to_action,rIPL,0.8654375
24,thought_to_action,rIPL,0.6073125
1,thought_to_action,ACC,0.589875
2,thought_to_action,ACC,0.53325
3,thought_to_action,ACC,0.707142857
4,thought_to_action,ACC,0.4903125
5,thought_to_action,ACC,0.4225625
6,thought_to_action,ACC,0.4600625
7,thought_to_action,ACC,0.670125
8,thought_to_action,ACC,0.9219375
9,thought_to_action,ACC,0.585357143
10,thought_to_action,ACC,0.384875
11,thought_to_action,ACC,0.5215
12,thought_to_action,ACC,0.3556875
13,thought_to_action,ACC,0.6701875
14,thought_to_action,ACC,0.556375
15,thought_to_action,ACC,0.703625
16,thought_to_action,ACC,0.501875
17,thought_to_action,ACC,0.266125
18,thought_to_action,ACC,0.4254375
19,thought_to_action,ACC,0.4538125
20,thought_to_action,ACC,0.5136875
21,thought_to_action,ACC,0.5
22,thought_to_action,ACC,0.5199375
23,thought_to_action,ACC,0.5055
24,thought_to_action,ACC,0.517375
1,thought_to_action,rBG,0.645625
2,thought_to_action,rBG,0.6161875
3,thought_to_action,rBG,0.598785714
4,thought_to_action,rBG,0.251
5,thought_to_action,rBG,0.3800625
6,thought_to_action,rBG,0.77525
7,thought_to_action,rBG,0.643375
8,thought_to_action,rBG,0.485875
9,thought_to_action,rBG,0.496214286
10,thought_to_action,rBG,0.685125
11,thought_to_action,rBG,0.428875
12,thought_to_action,rBG,0.5163125
13,thought_to_action,rBG,0.5964375
14,thought_to_action,rBG,0.50375
15,thought_to_action,rBG,0.42875
16,thought_to_action,rBG,0.579375
17,thought_to_action,rBG,0.6288125
18,thought_to_action,rBG,0.4866875
19,thought_to_action,rBG,0.471875
20,thought_to_action,rBG,0.6394375
21,thought_to_action,rBG,0.54925
22,thought_to_action,rBG,0.5706875
23,thought_to_action,rBG,0.4658125
24,thought_to_action,rBG,0.498
1,thought_to_action,lIPL,0.64425
2,thought_to_action,lIPL,0.3019375
3,thought_to_action,lIPL,0.571428571
4,thought_to_action,lIPL,0.525625
5,thought_to_action,lIPL,0.535125
6,thought_to_action,lIPL,0.633125
7,thought_to_action,lIPL,0.731875
8,thought_to_action,lIPL,0.4721875
9,thought_to_action,lIPL,0.923785714
10,thought_to_action,lIPL,0.5190625
11,thought_to_action,lIPL,0.5183125
12,thought_to_action,lIPL,0.489
13,thought_to_action,lIPL,0.6084375
14,thought_to_action,lIPL,0.5755625
15,thought_to_action,lIPL,0.54075
16,thought_to_action,lIPL,0.4130625
17,thought_to_action,lIPL,0.6875625
18,thought_to_action,lIPL,0.303375
19,thought_to_action,lIPL,0.516375
20,thought_to_action,lIPL,0.5345625
21,thought_to_action,lIPL,0.709583333
22,thought_to_action,lIPL,0.5431875
23,thought_to_action,lIPL,0.8101875
24,thought_to_action,lIPL,0.4060625
1,thought_to_action,rPreCentr,0.4795625
2,thought_to_action,rPreCentr,0.5013125
3,thought_to_action,rPreCentr,0.528071429
4,thought_to_action,rPreCentr,0.4476875
5,thought_to_action,rPreCentr,0.5803125
6,thought_to_action,rPreCentr,0.3109375
7,thought_to_action,rPreCentr,0.7220625
8,thought_to_action,rPreCentr,0.3465
9,thought_to_action,rPreCentr,0.4
10,thought_to_action,rPreCentr,0.7223125
11,thought_to_action,rPreCentr,0.7801875
12,thought_to_action,rPreCentr,0.330125
13,thought_to_action,rPreCentr,0.6271875
14,thought_to_action,rPreCentr,0.2339375
15,thought_to_action,rPreCentr,0.7004375
16,thought_to_action,rPreCentr,0.539625
17,thought_to_action,rPreCentr,0.5095
18,thought_to_action,rPreCentr,0.6053125
19,thought_to_action,rPreCentr,0.7853125
20,thought_to_action,rPreCentr,0.462125
21,thought_to_action,rPreCentr,0.498833333
22,thought_to_action,rPreCentr,0.581875
23,thought_to_action,rPreCentr,0.505
24,thought_to_action,rPreCentr,0.748625
1,thought_to_action,rSPL,0.7615625
2,thought_to_action,rSPL,0.3825
3,thought_to_action,rSPL,0.469428571
4,thought_to_action,rSPL,0.406
5,thought_to_action,rSPL,0.47875
6,thought_to_action,rSPL,0.327375
7,thought_to_action,rSPL,0.6885
8,thought_to_action,rSPL,0.528625
9,thought_to_action,rSPL,0.573285714
10,thought_to_action,rSPL,0.5134375
11,thought_to_action,rSPL,0.8663125
12,thought_to_action,rSPL,0.4945625
13,thought_to_action,rSPL,0.668875
14,thought_to_action,rSPL,0.447
15,thought_to_action,rSPL,0.6035625
16,thought_to_action,rSPL,0.5959375
17,thought_to_action,rSPL,0.2825
18,thought_to_action,rSPL,0.3420625
19,thought_to_action,rSPL,0.676875
20,thought_to_action,rSPL,0.5975
21,thought_to_action,rSPL,0.339
22,thought_to_action,rSPL,0.7726875
23,thought_to_action,rSPL,0.506125
24,thought_to_action,rSPL,0.5
1,action_to_thought,rdlpfc,0.476704545
2,action_to_thought,rdlpfc,0.7245
3,action_to_thought,rdlpfc,0.708428571
4,action_to_thought,rdlpfc,0.505375
5,action_to_thought,rdlpfc,0.482954545
6,action_to_thought,rdlpfc,0.498161765
7,action_to_thought,rdlpfc,0.5485
8,action_to_thought,rdlpfc,0.802653868
9,action_to_thought,rdlpfc,0.785714286
10,action_to_thought,rdlpfc,0.420875
11,action_to_thought,rdlpfc,0.647970779
12,action_to_thought,rdlpfc,0.581801471
13,action_to_thought,rdlpfc,0.7060625
14,action_to_thought,rdlpfc,0.738157895
15,action_to_thought,rdlpfc,0.6539375
16,action_to_thought,rdlpfc,0.5185625
17,action_to_thought,rdlpfc,0.519625
18,action_to_thought,rdlpfc,0.628571429
19,action_to_thought,rdlpfc,0.507352941
20,action_to_thought,rdlpfc,0.594551282
21,action_to_thought,rdlpfc,0.66275
22,action_to_thought,rdlpfc,0.470454545
23,action_to_thought,rdlpfc,0.7426875
24,action_to_thought,rdlpfc,0.4696875
1,action_to_thought,rvlpfc,0.64825
2,action_to_thought,rvlpfc,0.6020625
3,action_to_thought,rvlpfc,0.712857143
4,action_to_thought,rvlpfc,0.5874375
5,action_to_thought,rvlpfc,0.52175
6,action_to_thought,rvlpfc,0.569375
7,action_to_thought,rvlpfc,0.5245625
8,action_to_thought,rvlpfc,0.7138125
9,action_to_thought,rvlpfc,0.789714286
10,action_to_thought,rvlpfc,0.5819375
11,action_to_thought,rvlpfc,0.697375
12,action_to_thought,rvlpfc,0.540789474
13,action_to_thought,rvlpfc,0.56775
14,action_to_thought,rvlpfc,0.5870625
15,action_to_thought,rvlpfc,0.628625
16,action_to_thought,rvlpfc,0.6848125
17,action_to_thought,rvlpfc,0.575625
18,action_to_thought,rvlpfc,0.616375
19,action_to_thought,rvlpfc,0.52925
20,action_to_thought,rvlpfc,0.653875
21,action_to_thought,rvlpfc,0.89125
22,action_to_thought,rvlpfc,0.4999375
23,action_to_thought,rvlpfc,0.51475
24,action_to_thought,rvlpfc,0.3554375
1,action_to_thought,SMA,0.8733125
2,action_to_thought,SMA,0.25
3,action_to_thought,SMA,0.428642857
4,action_to_thought,SMA,0.49575
5,action_to_thought,SMA,0.749375
6,action_to_thought,SMA,0.720875
7,action_to_thought,SMA,0.8330625
8,action_to_thought,SMA,0.728125
9,action_to_thought,SMA,0.612928571
10,action_to_thought,SMA,0.46475
11,action_to_thought,SMA,0.752625
12,action_to_thought,SMA,0.7103125
13,action_to_thought,SMA,0.50125
14,action_to_thought,SMA,0.352875
15,action_to_thought,SMA,0.8395
16,action_to_thought,SMA,0.3150625
17,action_to_thought,SMA,0.1250625
18,action_to_thought,SMA,0.5215
19,action_to_thought,SMA,0.4905625
20,action_to_thought,SMA,0.51625
21,action_to_thought,SMA,0.773416667
22,action_to_thought,SMA,0.40775
23,action_to_thought,SMA,0.8811875
24,action_to_thought,SMA,0.3825
1,action_to_thought,lVLPFC,0.823125
2,action_to_thought,lVLPFC,0.48575
3,action_to_thought,lVLPFC,0.559714286
4,action_to_thought,lVLPFC,0.5325625
5,action_to_thought,lVLPFC,0.501125
6,action_to_thought,lVLPFC,0.481625
7,action_to_thought,lVLPFC,0.6834375
8,action_to_thought,lVLPFC,0.648875
9,action_to_thought,lVLPFC,0.6695
10,action_to_thought,lVLPFC,0.437875
11,action_to_thought,lVLPFC,0.51625
12,action_to_thought,lVLPFC,0.5508125
13,action_to_thought,lVLPFC,0.6115625
14,action_to_thought,lVLPFC,0.37675
15,action_to_thought,lVLPFC,0.4984375
16,action_to_thought,lVLPFC,0.3065625
17,action_to_thought,lVLPFC,0.158375
18,action_to_thought,lVLPFC,0.4999375
19,action_to_thought,lVLPFC,0.4565
20,action_to_thought,lVLPFC,0.4315
21,action_to_thought,lVLPFC,0.666666667
22,action_to_thought,lVLPFC,0.475625
23,action_to_thought,lVLPFC,0.383375
24,action_to_thought,lVLPFC,0.493
1,action_to_thought,rIPL,0.7953125
2,action_to_thought,rIPL,0.4948125
3,action_to_thought,rIPL,0.761285714
4,action_to_thought,rIPL,0.5303125
5,action_to_thought,rIPL,0.625
6,action_to_thought,rIPL,0.6093125
7,action_to_thought,rIPL,0.732
8,action_to_thought,rIPL,0.625375
9,action_to_thought,rIPL,0.573214286
10,action_to_thought,rIPL,0.7400625
11,action_to_thought,rIPL,0.498125
12,action_to_thought,rIPL,0.5976875
